joined,generation,inviter_joined,activated_card,first_purchase,fifth_purchase,last_activity,joined_bonus,days_till_activation,has_activated_card,days_till_first_purchase,days_till_fifth_purchase,fifth_purchase_bonus,currently_active,first_purchase_binned,fifth_purchase_binned
2021-01-05,GEN Z,2020-07-20,2021-01-18,2021-01-07,2021-01-08,2021-11-15,10,13,Y,2,3,10,Y,2,3
2021-01-05,GEN X,2020-04-04,2021-01-28,2021-01-31,2021-02-02,2021-11-14,10,23,Y,26,28,10,Y,26,28
2021-01-05,GEN X,2020-10-19,2021-01-15,2021-01-15,2021-01-20,2021-11-13,10,10,Y,10,15,10,Y,10,15
2021-01-05,BOOMER,2019-06-14,2021-01-13,2021-01-15,2021-01-16,2021-11-14,10,8,Y,10,11,10,Y,10,11
2021-01-05,GEN Y,2020-09-28,2021-01-17,,,,10,12,Y,-1,-1,0,N,-1,-1
2021-01-05,GEN X,2020-11-02,2021-01-14,2021-01-05,2021-01-08,2021-01-24,10,9,Y,0,3,10,N,0,3
2021-01-05,GEN Z,2019-12-05,2021-01-13,2021-01-07,2021-01-09,2021-11-14,10,8,Y,2,4,10,Y,2,4
2021-01-05,GEN Z,2020-05-16,2021-05-26,2021-05-27,,2021-05-29,10,141,Y,142,-1,0,N,>30,-1
2021-01-05,GEN Y,2018-08-09,2021-01-13,2021-01-06,2021-01-08,2021-11-14,10,8,Y,1,3,10,Y,1,3
2021-01-05,BOOMER,2019-01-19,,,,2021-01-05,10,-1,N,-1,-1,0,N,-1,-1
2021-01-05,GEN X,2020-04-04,2021-01-28,2021-02-02,2021-02-12,2021-10-29,10,23,Y,28,38,0,Y,28,>30
2021-01-05,GEN Y,2019-08-26,2021-02-12,2021-03-12,2021-03-18,2021-11-10,10,38,Y,66,72,0,Y,>30,>30
2021-01-05,GEN Z,2019-05-20,2021-01-21,2021-01-09,,2021-01-09,10,16,Y,4,-1,0,N,4,-1
2021-01-05,GEN X,2019-10-21,2021-01-25,2021-01-26,2021-01-31,2021-11-12,10,20,Y,21,26,10,Y,21,26
2021-01-05,GEN Y,2020-10-20,2021-01-24,,,,10,19,Y,-1,-1,0,N,-1,-1
2021-01-05,GEN X,2018-10-04,2021-01-25,2021-01-25,2021-01-29,2021-02-12,10,20,Y,20,24,10,N,20,24
2021-01-05,GEN Z,2020-12-27,2021-01-14,2021-01-06,2021-01-07,2021-11-13,10,9,Y,1,2,10,Y,1,2
2021-01-05,GEN Y,2020-12-30,2021-01-30,2021-03-12,2021-03-16,2021-11-11,10,25,Y,66,70,0,Y,>30,>30
2021-01-05,GEN Y,2020-04-15,,2021-01-10,2021-01-23,2021-08-04,10,-1,N,5,18,10,N,5,18
2021-01-05,GEN Y,2020-10-25,2021-01-15,2021-01-22,2021-01-27,2021-11-14,10,10,Y,17,22,10,Y,17,22
2021-01-05,GEN X,2019-05-20,2021-10-05,,,2021-10-26,10,273,Y,-1,-1,0,Y,-1,-1
2021-01-05,GEN Y,2020-02-04,2021-01-17,,,,10,12,Y,-1,-1,0,N,-1,-1
2021-01-05,GEN Y,2020-11-26,2021-01-22,2021-02-24,2021-03-10,2021-06-06,10,17,Y,50,64,0,N,>30,>30
2021-01-05,GEN X,2020-01-12,2021-01-19,2021-02-04,2021-02-11,2021-11-12,10,14,Y,30,37,0,Y,30,>30
2021-01-05,GEN Z,2020-09-28,2021-02-01,2021-02-02,2021-02-03,2021-05-14,10,27,Y,28,29,10,N,28,29
2021-01-05,GEN Y,2019-08-16,2021-01-16,2021-01-16,2021-01-20,2021-11-13,10,11,Y,11,15,10,Y,11,15
2021-01-05,GEN Z,2020-12-22,2021-02-12,2021-02-12,2021-02-15,2021-11-12,10,38,Y,38,41,0,Y,>30,>30
2021-01-05,GEN Z,2021-01-02,2021-01-15,2021-01-15,2021-02-23,2021-11-14,10,10,Y,10,49,0,Y,10,>30
2021-01-05,GEN Z,2020-05-31,,2021-03-12,2021-03-25,2021-11-13,10,-1,N,66,79,0,Y,>30,>30
2021-01-05,GEN Y,2021-01-01,2021-01-16,2021-01-25,2021-02-01,2021-11-14,10,11,Y,20,27,10,Y,20,27
2021-01-05,GEN Z,2019-11-08,2021-01-14,2021-01-15,2021-01-21,2021-11-13,10,9,Y,10,16,10,Y,10,16
2021-01-05,GEN X,2020-12-18,2021-01-15,2021-01-15,2021-01-19,2021-05-15,10,10,Y,10,14,10,N,10,14
2021-01-05,GEN Z,2021-01-03,2021-01-22,2021-01-23,,2021-01-23,10,17,Y,18,-1,0,N,18,-1
2021-01-05,GEN Z,2020-10-08,,2021-09-07,2021-09-19,2021-11-14,10,-1,N,245,257,0,Y,>30,>30
2021-01-05,GEN Y,2020-11-25,2021-01-23,2021-01-06,2021-02-09,2021-11-13,10,18,Y,1,35,0,Y,1,>30
2021-01-05,GEN Y,2021-01-04,2021-01-15,2021-01-15,2021-01-19,2021-11-15,10,10,Y,10,14,10,Y,10,14
2021-01-05,GEN Y,2020-12-16,2021-01-13,2021-01-29,2021-01-30,2021-11-13,10,8,Y,24,25,10,Y,24,25
2021-01-05,GEN Y,2019-08-01,2021-01-14,2021-03-07,,2021-11-01,10,9,Y,61,-1,0,Y,>30,-1
2021-01-05,BOOMER,2019-10-08,2021-01-19,2021-01-22,2021-01-27,2021-11-15,10,14,Y,17,22,10,Y,17,22
2021-01-05,BOOMER,2020-10-29,2021-01-13,2021-01-07,2021-05-18,2021-11-08,10,8,Y,2,133,0,Y,2,>30
2021-01-05,GEN Z,2020-12-09,2021-01-27,2021-01-08,2021-01-14,2021-11-14,10,22,Y,3,9,10,Y,3,9
2021-01-05,GEN Y,2019-11-18,2021-01-28,2021-01-07,2021-01-13,2021-11-14,10,23,Y,2,8,10,Y,2,8
2021-01-05,GEN Z,2020-02-19,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-05,GEN Z,2021-01-05,,2021-01-06,,2021-01-06,10,-1,N,1,-1,0,N,1,-1
2021-01-05,GEN X,2020-01-05,,,,2021-07-21,10,-1,N,-1,-1,0,N,-1,-1
2021-01-05,GEN X,2021-01-05,2021-01-20,2021-01-22,2021-02-01,2021-10-26,10,15,Y,17,27,10,Y,17,27
2021-01-05,GEN Y,2019-02-27,2021-01-15,2021-01-12,2021-01-14,2021-03-16,10,10,Y,7,9,10,N,7,9
2021-01-05,GEN Y,2020-05-01,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-05,GEN Y,2020-01-15,2021-01-28,2021-01-28,2021-01-28,2021-10-04,10,23,Y,23,23,10,N,23,23
2021-01-05,GEN Z,2020-10-06,2021-01-14,2021-01-15,2021-01-21,2021-11-13,10,9,Y,10,16,10,Y,10,16
2021-01-05,GEN Z,2020-09-10,2021-01-15,2021-01-24,,2021-01-24,10,10,Y,19,-1,0,N,19,-1
2021-01-05,BOOMER,2019-01-26,,,,2021-11-03,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-06,GEN Z,2019-08-30,2021-05-17,2021-05-17,2021-05-21,2021-11-07,10,131,Y,131,135,0,Y,>30,>30
2021-01-06,GEN X,2020-11-07,2021-01-19,2021-02-17,2021-02-24,2021-11-15,10,13,Y,42,49,0,Y,>30,>30
2021-01-06,GEN X,2020-12-04,2021-01-16,2021-01-16,2021-01-19,2021-11-02,10,10,Y,10,13,10,Y,10,13
2021-01-06,GEN Y,2020-01-15,,,,2021-01-06,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,GEN Y,2020-05-01,2021-01-17,2021-01-18,2021-01-31,2021-06-01,10,11,Y,12,25,10,N,12,25
2021-01-06,GEN Z,2021-01-04,2021-01-17,2021-01-07,2021-01-10,2021-11-14,10,11,Y,1,4,10,Y,1,4
2021-01-06,GEN Y,2019-05-10,,,,2021-10-25,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-06,GEN Y,2020-01-04,2021-01-17,2021-01-07,2021-01-20,2021-11-06,10,11,Y,1,14,10,Y,1,14
2021-01-06,GEN Y,2020-03-10,,2021-01-07,2021-01-09,2021-11-13,10,-1,N,1,3,10,Y,1,3
2021-01-06,GEN Z,2019-04-25,2021-01-19,2021-01-06,2021-01-15,2021-11-14,10,13,Y,0,9,10,Y,0,9
2021-01-06,GEN Y,2020-02-10,2021-01-23,2021-03-25,2021-03-26,2021-11-10,10,17,Y,78,79,0,Y,>30,>30
2021-01-06,BOOMER,2020-07-30,2021-01-18,2021-01-06,2021-01-07,2021-11-06,10,12,Y,0,1,10,Y,0,1
2021-01-06,GEN Z,2019-05-24,2021-01-26,2021-01-26,2021-01-28,2021-11-11,10,20,Y,20,22,10,Y,20,22
2021-01-06,GEN Y,2019-04-18,2021-01-15,2021-01-17,2021-01-31,2021-11-14,10,9,Y,11,25,10,Y,11,25
2021-01-06,GEN Z,2020-12-03,,2021-01-08,2021-01-10,2021-02-22,10,-1,N,2,4,10,N,2,4
2021-01-06,GEN Y,2020-09-03,,2021-01-06,,2021-01-06,10,-1,N,0,-1,0,N,0,-1
2021-01-06,GEN Y,2019-10-14,,,,2021-10-26,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-06,GEN Y,2020-11-02,2021-01-30,2021-01-30,2021-05-22,2021-11-13,10,24,Y,24,136,0,Y,24,>30
2021-01-06,GEN Z,2020-07-15,2021-01-13,,,2021-11-13,10,7,Y,-1,-1,0,Y,-1,-1
2021-01-06,GEN Z,2020-04-08,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,BOOMER,2019-01-22,,,,2021-01-06,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,GEN Z,2020-11-20,2021-01-14,2021-01-22,2021-01-23,2021-11-06,10,8,Y,16,17,10,Y,16,17
2021-01-06,GEN Z,2019-06-22,2021-01-19,2021-02-27,,2021-04-12,10,13,Y,52,-1,0,N,>30,-1
2021-01-06,GEN Z,2020-12-23,2021-01-15,2021-01-09,2021-01-12,2021-11-14,10,9,Y,3,6,10,Y,3,6
2021-01-06,GEN Z,2020-12-07,2021-01-19,2021-01-22,2021-01-22,2021-10-31,10,13,Y,16,16,10,Y,16,16
2021-01-06,GEN Z,2020-11-02,2021-01-30,2021-01-09,,2021-01-25,10,24,Y,3,-1,0,N,3,-1
2021-01-06,BOOMER,2020-11-02,2021-02-21,,,2021-01-08,10,46,Y,-1,-1,0,N,-1,-1
2021-01-06,GEN Y,2019-10-31,2021-01-14,2021-02-05,2021-11-08,2021-11-08,10,8,Y,30,306,0,Y,30,>30
2021-01-06,GEN Y,2019-02-27,,,,2021-01-11,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,GEN Y,2020-12-04,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,GEN Z,2019-09-20,2021-01-14,2021-01-28,2021-01-30,2021-11-14,10,8,Y,22,24,10,Y,22,24
2021-01-06,GEN Y,2021-01-01,2021-02-09,2021-02-15,2021-02-23,2021-10-01,10,34,Y,40,48,0,N,>30,>30
2021-01-06,GEN Z,2020-07-23,2021-01-14,2021-01-15,2021-01-20,2021-11-14,10,8,Y,9,14,10,Y,9,14
2021-01-06,GEN Y,2020-12-20,2021-01-15,2021-01-17,2021-01-22,2021-11-15,10,9,Y,11,16,10,Y,11,16
2021-01-06,GEN Z,2020-11-06,2021-01-14,2021-01-14,2021-01-15,2021-11-11,10,8,Y,8,9,10,Y,8,9
2021-01-06,GEN Z,2020-12-17,2021-01-27,2021-01-06,2021-01-09,2021-11-12,10,21,Y,0,3,10,Y,0,3
2021-01-06,GEN Y,2020-11-09,2021-08-21,2021-01-16,2021-01-23,2021-08-21,10,227,Y,10,17,10,N,10,17
2021-01-06,BOOMER,2019-08-10,2021-01-18,2021-01-20,2021-01-20,2021-11-02,10,12,Y,14,14,10,Y,14,14
2021-01-06,GEN X,2020-04-18,2021-01-18,2021-01-25,2021-02-04,2021-11-14,10,12,Y,19,29,10,Y,19,29
2021-01-06,GEN Z,2020-02-17,2021-05-26,2021-06-08,2021-06-27,2021-08-22,10,140,Y,153,172,0,N,>30,>30
2021-01-06,GEN Y,2019-06-05,2021-01-23,2021-01-20,2021-01-29,2021-11-07,10,17,Y,14,23,10,Y,14,23
2021-01-06,GEN Z,2019-03-30,2021-01-28,2021-01-06,,2021-01-28,10,22,Y,0,-1,0,N,0,-1
2021-01-06,GEN Z,2020-08-19,2021-01-15,2021-01-16,2021-01-18,2021-11-15,10,9,Y,10,12,10,Y,10,12
2021-01-06,BOOMER,2020-01-08,2021-01-15,2021-01-16,2021-01-29,2021-10-18,10,9,Y,10,23,10,Y,10,23
2021-01-06,GEN Z,2020-12-29,,,,2021-02-11,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,GEN Y,2019-12-22,2021-02-03,2021-02-03,2021-02-03,2021-11-15,10,28,Y,28,28,10,Y,28,28
2021-01-06,GEN Y,2020-12-22,2021-01-19,2021-01-15,2021-01-15,2021-01-15,10,13,Y,9,9,10,N,9,9
2021-01-06,GEN Y,2020-12-23,2021-01-16,2021-01-09,2021-01-15,2021-11-15,10,10,Y,3,9,10,Y,3,9
2021-01-06,GEN X,2021-01-02,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-06,GEN X,2019-05-19,2021-01-26,2021-01-07,2021-01-18,2021-11-07,10,20,Y,1,12,10,Y,1,12
2021-01-06,GEN Z,2020-07-15,2021-01-20,2021-01-07,2021-01-10,2021-07-21,10,14,Y,1,4,10,N,1,4
2021-01-06,GEN Z,2018-08-09,2021-10-28,2021-03-07,2021-03-18,2021-11-12,10,295,Y,60,71,0,Y,>30,>30
2021-01-06,GEN X,2019-10-09,2021-01-15,2021-06-22,,2021-11-09,10,9,Y,167,-1,0,Y,>30,-1
2021-01-06,GEN Z,2019-02-21,2021-01-15,2021-01-16,2021-01-16,2021-11-01,10,9,Y,10,10,10,Y,10,10
2021-01-06,GEN Z,2020-12-13,2021-01-17,,,2021-04-14,10,11,Y,-1,-1,0,N,-1,-1
2021-01-06,GEN Z,2019-09-05,2021-01-19,2021-01-19,2021-01-19,2021-11-09,10,13,Y,13,13,10,Y,13,13
2021-01-06,GEN Z,2019-10-01,2021-01-17,2021-10-17,,2021-11-02,10,11,Y,284,-1,0,Y,>30,-1
2021-01-06,GEN Y,2019-06-17,2021-01-29,2021-01-07,2021-01-10,2021-03-01,10,23,Y,1,4,10,N,1,4
2021-01-06,GEN Z,2020-01-22,2021-01-14,2021-01-07,2021-01-08,2021-11-12,10,8,Y,1,2,10,Y,1,2
2021-01-06,GEN Z,2019-12-14,,,,2021-05-02,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2020-12-30,2021-01-26,2021-01-28,2021-01-31,2021-04-10,10,19,Y,21,24,10,N,21,24
2021-01-07,GEN Y,2020-09-12,,,,2021-04-27,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2020-12-20,2021-01-18,2021-01-13,2021-01-18,2021-04-22,10,11,Y,6,11,10,N,6,11
2021-01-07,BOOMER,2020-07-12,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN X,2020-12-05,2021-04-18,2021-04-19,,2021-05-25,10,101,Y,102,-1,0,N,>30,-1
2021-01-07,GEN Y,2020-12-05,2021-03-09,,,2021-03-09,10,61,Y,-1,-1,0,N,-1,-1
2021-01-07,GEN X,2020-11-10,2021-01-15,2021-01-19,2021-03-18,2021-07-20,10,8,Y,12,70,0,N,12,>30
2021-01-07,GEN X,2019-06-10,2021-02-24,2021-03-03,2021-03-04,2021-11-14,10,48,Y,55,56,0,Y,>30,>30
2021-01-07,GEN Z,2020-09-01,2021-03-13,2021-04-03,2021-04-10,2021-11-14,10,65,Y,86,93,0,Y,>30,>30
2021-01-07,GEN X,2019-10-07,,,,2021-02-26,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN X,2019-10-07,2021-04-27,,,2021-01-07,10,110,Y,-1,-1,0,N,-1,-1
2021-01-07,GEN Y,2019-06-12,2021-01-15,2021-01-12,2021-01-15,2021-11-15,10,8,Y,5,8,10,Y,5,8
2021-01-07,GEN Y,2020-10-10,2021-01-22,2021-01-07,2021-01-07,2021-11-13,10,15,Y,0,0,10,Y,0,0
2021-01-07,GEN Z,2020-12-30,2021-01-19,2021-01-20,2021-01-22,2021-11-14,10,12,Y,13,15,10,Y,13,15
2021-01-07,GEN Y,2021-01-06,2021-01-15,2021-01-08,2021-01-21,2021-11-09,10,8,Y,1,14,10,Y,1,14
2021-01-07,GEN Y,2020-12-18,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2019-09-19,2021-01-25,2021-01-11,2021-01-13,2021-11-14,10,18,Y,4,6,10,Y,4,6
2021-01-07,BOOMER,2020-02-04,2021-01-26,2021-01-26,2021-03-26,2021-11-12,10,19,Y,19,78,0,Y,19,>30
2021-01-07,GEN Z,2020-06-17,2021-02-08,2021-02-09,2021-02-17,2021-11-14,10,32,Y,33,41,0,Y,>30,>30
2021-01-07,GEN Z,2020-12-24,,2021-01-28,,2021-03-04,10,-1,N,21,-1,0,N,21,-1
2021-01-07,GEN Y,2020-04-13,2021-02-02,2021-02-02,2021-02-03,2021-11-13,10,26,Y,26,27,10,Y,26,27
2021-01-07,GEN X,2020-05-10,2021-01-15,2021-01-12,2021-01-14,2021-11-14,10,8,Y,5,7,10,Y,5,7
2021-01-07,GEN Z,2020-12-03,2021-01-14,2021-01-15,2021-01-23,2021-11-13,10,7,Y,8,16,10,Y,8,16
2021-01-07,GEN Z,2020-12-03,,,,2021-03-03,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2020-10-04,2021-01-15,2021-02-16,2021-02-17,2021-08-19,10,8,Y,40,41,0,N,>30,>30
2021-01-07,GEN Y,2020-08-08,2021-01-24,2021-01-15,2021-01-24,2021-10-30,10,17,Y,8,17,10,Y,8,17
2021-01-07,GEN Z,2020-12-02,,2021-04-03,,2021-04-03,10,-1,N,86,-1,0,N,>30,-1
2021-01-07,GEN Z,2020-01-22,2021-01-15,2021-01-15,2021-01-18,2021-11-08,10,8,Y,8,11,10,Y,8,11
2021-01-07,GEN Y,2020-08-08,2021-02-24,2021-01-07,2021-01-07,2021-06-04,10,48,Y,0,0,10,N,0,0
2021-01-07,GEN Y,2020-02-26,,2021-01-08,,2021-01-08,10,-1,N,1,-1,0,N,1,-1
2021-01-07,GEN Z,2020-10-31,2021-01-21,2021-01-07,2021-01-13,2021-03-18,10,14,Y,0,6,10,N,0,6
2021-01-07,GEN X,2020-12-29,,,,2021-10-26,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-07,GEN Y,2019-06-12,2021-01-18,2021-01-19,2021-01-28,2021-11-14,10,11,Y,12,21,10,Y,12,21
2021-01-07,GEN Y,2020-02-25,2021-01-15,2021-01-15,2021-01-26,2021-08-13,10,8,Y,8,19,10,N,8,19
2021-01-07,GEN Y,2019-09-10,,2021-01-11,,2021-01-13,10,-1,N,4,-1,0,N,4,-1
2021-01-07,GEN X,2020-07-06,2021-01-13,2021-02-11,,2021-04-02,10,6,Y,35,-1,0,N,>30,-1
2021-01-07,GEN Y,2020-05-22,2021-01-19,2021-06-30,2021-06-30,2021-11-14,10,12,Y,174,174,0,Y,>30,>30
2021-01-07,GEN Z,2020-02-19,2021-02-06,2021-01-07,2021-01-09,2021-09-30,10,30,Y,0,2,10,N,0,2
2021-01-07,GEN Z,2019-05-01,2021-02-22,2021-02-23,2021-02-25,2021-11-15,10,46,Y,47,49,0,Y,>30,>30
2021-01-07,GEN Y,2020-12-05,2021-01-19,2021-01-21,2021-01-22,2021-11-10,10,12,Y,14,15,10,Y,14,15
2021-01-07,GEN Y,2020-06-24,2021-01-31,,,,10,24,Y,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2021-01-05,2021-01-24,2021-01-10,2021-01-17,2021-07-04,10,17,Y,3,10,10,N,3,10
2021-01-07,GEN Y,2020-12-05,2021-01-15,2021-01-15,,2021-05-04,10,8,Y,8,-1,0,N,8,-1
2021-01-07,GEN Z,2019-10-10,2021-01-27,2021-02-04,2021-02-08,2021-11-14,10,20,Y,28,32,0,Y,28,>30
2021-01-07,GEN Z,2020-12-15,,2021-02-01,2021-02-05,2021-11-13,10,-1,N,25,29,10,Y,25,29
2021-01-07,GEN Z,2021-01-05,2021-01-21,2021-01-08,2021-01-26,2021-10-15,10,14,Y,1,19,10,N,1,19
2021-01-07,GEN Y,2020-11-21,2021-01-18,2021-01-18,2021-01-19,2021-11-01,10,11,Y,11,12,10,Y,11,12
2021-01-07,GEN Z,2020-12-13,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Y,2019-10-30,,,,2021-03-15,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2020-09-01,2021-01-20,,,,10,13,Y,-1,-1,0,N,-1,-1
2021-01-07,GEN Y,2020-12-20,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Y,2021-01-07,,,,2021-11-13,10,-1,N,-1,-1,0,Y,-1,-1
2021-01-07,GEN Z,2021-01-01,2021-01-16,2021-01-10,2021-01-14,2021-11-15,10,9,Y,3,7,10,Y,3,7
2021-01-07,GEN Z,2019-01-29,2021-01-22,2021-01-23,2021-01-24,2021-11-14,10,15,Y,16,17,10,Y,16,17
2021-01-07,GEN X,2020-09-01,2021-01-18,2021-01-14,2021-01-19,2021-07-21,10,11,Y,7,12,10,N,7,12
2021-01-07,GEN X,2020-05-31,2021-01-14,2021-03-16,,2021-10-29,10,7,Y,68,-1,0,Y,>30,-1
2021-01-07,GEN Y,2019-10-10,2021-01-19,2021-01-09,2021-01-11,2021-01-22,10,12,Y,2,4,10,N,2,4
2021-01-07,GEN Y,2020-10-09,2021-01-13,2021-01-08,2021-01-10,2021-11-15,10,6,Y,1,3,10,Y,1,3
2021-01-07,GEN Z,2019-09-09,2021-01-26,2021-02-25,2021-03-14,2021-11-15,10,19,Y,49,66,0,Y,>30,>30
2021-01-07,GEN X,2020-08-16,2021-01-18,2021-01-19,2021-01-22,2021-10-30,10,11,Y,12,15,10,Y,12,15
2021-01-07,GEN Y,2021-01-04,2021-01-21,2021-01-22,2021-02-01,2021-11-13,10,14,Y,15,25,10,Y,15,25
2021-01-07,GEN Z,2020-06-17,2021-01-19,2021-01-21,2021-01-31,2021-11-11,10,12,Y,14,24,10,Y,14,24
2021-01-07,GEN Y,2020-12-16,2021-01-19,2021-01-08,2021-01-11,2021-11-13,10,12,Y,1,4,10,Y,1,4
2021-01-07,GEN Y,2020-12-19,2021-01-19,2021-01-08,2021-01-13,2021-11-12,10,12,Y,1,6,10,Y,1,6
2021-01-07,GEN Z,2020-09-03,2021-01-22,2021-03-23,,2021-04-05,10,15,Y,75,-1,0,N,>30,-1
2021-01-07,GEN Z,2019-05-13,2021-04-10,2021-01-08,2021-01-19,2021-11-13,10,93,Y,1,12,10,Y,1,12
2021-01-07,GEN Y,2019-10-24,2021-01-23,2021-01-13,2021-01-20,2021-11-12,10,16,Y,6,13,10,Y,6,13
2021-01-07,GEN Y,2019-12-28,,,,2021-08-24,10,-1,N,-1,-1,0,N,-1,-1
2021-01-07,GEN Z,2019-06-04,2021-01-19,2021-01-19,,2021-01-29,10,12,Y,12,-1,0,N,12,-1
2021-01-07,GEN Y,2019-04-22,2021-01-20,2021-01-24,2021-03-01,2021-11-14,10,13,Y,17,53,0,Y,17,>30
2021-01-07,GEN Z,2019-05-07,2021-01-20,2021-01-26,2021-07-20,2021-11-07,10,13,Y,19,194,0,Y,19,>30
2021-01-07,GEN Y,2020-11-14,2021-10-27,2021-11-10,,2021-11-12,10,293,Y,307,-1,0,Y,>30,-1
2021-01-08,GEN Z,2020-10-20,2021-02-03,2021-01-11,2021-02-19,2021-02-19,10,26,Y,3,42,0,N,3,>30
2021-01-08,GEN Y,2020-10-25,2021-02-24,,,2021-02-24,10,47,Y,-1,-1,0,N,-1,-1
2021-01-08,GEN Z,2019-12-02,2021-01-26,2021-01-10,2021-01-12,2021-11-14,10,18,Y,2,4,10,Y,2,4
2021-01-08,GEN Z,2020-12-04,2021-01-19,2021-05-05,2021-05-19,2021-11-14,10,11,Y,117,131,0,Y,>30,>30
2021-01-08,GEN Y,2020-12-07,2021-01-23,2021-01-23,2021-01-28,2021-11-13,10,15,Y,15,20,10,Y,15,20
2021-01-08,GEN Y,2019-11-03,2021-06-14,2021-06-14,2021-06-17,2021-06-17,10,157,Y,157,160,0,N,>30,>30
2021-01-08,GEN X,2020-11-07,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-08,GEN Z,2020-12-29,2021-10-08,2021-01-08,2021-01-13,2021-11-12,10,273,Y,0,5,10,Y,0,5
2021-01-08,GEN Z,2021-01-08,2021-01-20,2021-01-08,2021-01-12,2021-11-14,10,12,Y,0,4,10,Y,0,4
2021-01-08,GEN Z,2020-08-14,2021-01-20,2021-01-08,2021-01-10,2021-11-13,10,12,Y,0,2,10,Y,0,2
2021-01-08,GEN Z,2020-12-22,2021-01-20,2021-02-26,2021-02-28,2021-11-13,10,12,Y,49,51,0,Y,>30,>30
2021-01-08,GEN Z,2019-10-18,2021-01-15,2021-01-08,2021-01-14,2021-11-14,10,7,Y,0,6,10,Y,0,6
2021-01-08,GEN Y,2020-12-23,2021-01-21,2021-01-08,2021-01-22,2021-10-03,10,13,Y,0,14,10,N,0,14
2021-01-08,GEN X,2020-10-30,2021-01-15,2021-01-08,2021-01-27,2021-11-12,10,7,Y,0,19,10,Y,0,19
2021-01-08,GEN Y,2020-12-09,2021-01-21,2021-01-21,2021-02-04,2021-11-11,10,13,Y,13,27,10,Y,13,27
2021-01-08,GEN Y,2020-09-29,2021-01-19,2021-01-19,2021-01-21,2021-11-14,10,11,Y,11,13,10,Y,11,13
2021-01-08,GEN Y,2020-11-11,2021-01-21,2021-01-15,2021-02-07,2021-06-25,10,13,Y,7,30,10,N,7,30
2021-01-08,GEN Y,2019-02-18,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-08,GEN Z,2019-03-19,2021-01-29,2021-01-16,2021-02-09,2021-11-14,10,21,Y,8,32,0,Y,8,>30
2021-01-08,GEN Z,2020-01-14,2021-01-23,2021-01-08,2021-01-09,2021-11-15,10,15,Y,0,1,10,Y,0,1
2021-01-08,GEN Z,2020-07-17,2021-01-18,2021-01-13,2021-01-24,2021-03-26,10,10,Y,5,16,10,N,5,16
2021-01-08,GEN Y,2019-09-20,,,,,10,-1,N,-1,-1,0,N,-1,-1
2021-01-08,GEN Z,2019-04-13,2021-01-20,2021-01-11,2021-01-25,2021-11-15,10,12,Y,3,17,10,Y,3,17
2021-01-08,GEN Z,2021-01-04,2021-01-22,2021-01-25,2021-09-15,2021-11-08,10,14,Y,17,250,0,Y,17,>30
2021-01-08,GEN Z,2020-10-05,2021-01-21,2021-01-30,2021-02-22,2021-11-14,10,13,Y,22,45,0,Y,22,>30
2021-01-08,GEN X,2020-12-05,2021-01-22,2021-01-23,2021-01-24,2021-11-13,10,14,Y,15,16,10,Y,15,16
2021-01-08,GEN Y,2019-04-23,2021-01-22,2021-01-10,2021-01-14,2021-11-15,10,14,Y,2,6,10,Y,2,6
2021-01-08,GEN Y,2019-10-01,2021-05-03,2021-03-08,2021-05-10,2021-05-19,10,115,Y,59,122,0,N,>30,>30
2021-01-08,GEN Z,2020-02-11,2021-01-24,2021-01-25,2021-01-25,2021-11-09,10,16,Y,17,17,10,Y,17,17
2021-01-08,GEN Z,2020-01-08,2021-01-19,2021-01-10,2021-01-15,2021-11-14,10,11,Y,2,7,10,Y,2,7
2021-01-08,GEN Z,2020-03-10,2021-01-27,2021-04-05,2021-04-11,2021-11-13,10,19,Y,87,93,0,Y,>30,>30
2021-01-08,GEN Y,2019-05-28,2021-01-20,2021-01-13,2021-01-31,2021-11-03,10,12,Y,5,23,10,Y,5,23
